"event_id","disaster_type","location","severity_level","estimated_damage","affected_population"
7604,"Volcanic Eruption","Japan",9,6890593.26,40832
7609,"Landslide","USA",9,8535840.07,55028
7617,"Wildfire","Turkey",9,8523229.38,54081
7623,"Volcanic Eruption","Japan",9,8093670.22,42387
7626,"Flood","Philippines",9,6269870.67,39651
7628,"Earthquake","Philippines",9,15829281.8,58820
7631,"Earthquake","Japan",9,8130241.26,57986
7640,"Flood","Turkey",9,9163450.97,46515
251,"Landslide","Japan",9,8114309.82,52121
2590,"Hurricane","Chile",9,12531511.74,44321
7657,"Wildfire","Japan",9,2032957.44,36835
7661,"Earthquake","USA",9,6002597.07,48311
7670,"Earthquake","Japan",9,15462336.41,55106
7673,"Drought","Indonesia",9,10496495.62,49447
2605,"Landslide","Japan",9,5016735.2,46654
2606,"Volcanic Eruption","Turkey",9,3826215.15,40268
2607,"Earthquake","USA",9,3897366.64,42259
7699,"Flood","Indonesia",9,8078994.26,47173
7700,"Landslide","Indonesia",9,9307553.58,41343
7707,"Hurricane","Turkey",9,9655291.27,60814
7712,"Drought","Philippines",9,3700656.72,52796
256,"Drought","USA",9,7561191.3,47377
7724,"Earthquake","Indonesia",9,13588322.11,47395
7725,"Drought","Italy",9,12631164.27,59255
7737,"Wildfire","Japan",9,4320147.57,49478
7751,"Wildfire","Indonesia",9,4427205.2,34935
7753,"Hurricane","Italy",9,13442337.15,47095
15825,"Hurricane","Japan",9,4356369.67,39099
7762,"Earthquake","Chile",9,3227114.57,52223
2652,"Drought","Philippines",9,11904792.49,49179
7782,"Flood","Indonesia",9,8922737.37,50751
7788,"Wildfire","Italy",9,5301706.91,51634
2666,"Wildfire","Italy",9,4161229.33,40082
7796,"Flood","India",9,5231290.83,47929
7799,"Flood","Turkey",9,11599119.29,46680
2673,"Volcanic Eruption","Italy",9,9354595.42,56579
7810,"Earthquake","India",9,14182528.28,48548
7811,"Flood","India",9,3459335.92,44315
7815,"Earthquake","USA",9,11297680.49,47159
7829,"Flood","Italy",9,10336491.87,40247
7835,"Volcanic Eruption","Philippines",9,9846052.77,50643
2684,"Earthquake","India",9,2606969.49,39385
7850,"Hurricane","India",9,2587063.06,31542
7854,"Wildfire","USA",9,2834355.73,48429
259,"Drought","Italy",9,14450108.53,51827
7865,"Earthquake","India",9,9677876.28,49132
7870,"Flood","India",9,10351355.87,38313
7874,"Earthquake","Italy",9,8050279.38,37721
2695,"Flood","Turkey",9,11410572.72,49458
7880,"Volcanic Eruption","Turkey",9,15019897.04,58865
7882,"Volcanic Eruption","Chile",9,4569937.68,45249
7885,"Volcanic Eruption","Chile",9,5606022.79,45351
2697,"Earthquake","Indonesia",9,7914821.09,50862
7890,"Wildfire","USA",9,9892861.89,45585
7891,"Flood","Italy",9,5377432.0,22841
7894,"Wildfire","India",9,4850736.94,35547
7898,"Flood","Turkey",9,14559482.27,49838
2708,"Landslide","Philippines",9,3876970.86,32615
7911,"Hurricane","Japan",9,7911497.64,50995
7917,"Earthquake","Japan",9,15209858.95,52664
2719,"Wildfire","Indonesia",9,2794902.34,47106
7924,"Wildfire","Turkey",9,10240285.49,39787
7926,"Drought","Italy",9,4632522.18,37409
7937,"Wildfire","Italy",9,6194523.67,33210
7945,"Hurricane","India",9,3416036.07,32525
7947,"Earthquake","Chile",9,2804793.61,56018
2738,"Flood","Japan",9,3292748.03,43801
7965,"Flood","USA",9,4159878.49,53192
7968,"Earthquake","Indonesia",9,9406361.72,42793
2742,"Hurricane","India",9,7175878.15,50416
870,"Volcanic Eruption","USA",9,6344402.41,35678
2749,"Volcanic Eruption","Chile",9,5593904.16,50026
8012,"Volcanic Eruption","Philippines",9,8537671.74,43394
8020,"Wildfire","Philippines",9,9095198.76,50920
13047,"Earthquake","Philippines",9,9370246.86,46539
8055,"Earthquake","Turkey",9,11272269.21,52537
8068,"Wildfire","Japan",9,14025025.21,47244
8072,"Flood","Turkey",9,7017820.02,23523
8073,"Earthquake","India",9,5608525.08,37810
8076,"Earthquake","Chile",9,9316500.45,41017
874,"Wildfire","USA",9,2349044.06,34832
8078,"Landslide","Italy",9,11159557.71,46932
2766,"Hurricane","Italy",9,9388627.57,42087
2774,"Earthquake","Indonesia",9,6012038.32,41002
263,"Landslide","India",9,10360210.29,41058
2780,"Landslide","Turkey",9,11902937.95,53281
8103,"Flood","India",9,8395122.96,49778
8109,"Hurricane","Turkey",9,6292311.43,33821
2781,"Earthquake","Turkey",9,14121112.49,54131
8113,"Earthquake","India",9,12771919.1,46408
2783,"Landslide","Indonesia",9,6724563.97,46124
2787,"Wildfire","Japan",9,9239912.09,42280
880,"Wildfire","Turkey",9,8613747.78,50196
8126,"Flood","Turkey",9,4356984.19,40189
2809,"Landslide","Chile",9,6890512.62,46079
8168,"Volcanic Eruption","Turkey",9,4743779.48,38879
8172,"Landslide","Japan",9,7097502.72,38415
8174,"Wildfire","Japan",9,13253731.16,56590
8179,"Flood","India",9,5515048.43,36340
8182,"Wildfire","Indonesia",9,7206292.83,49550
883,"Hurricane","Chile",9,7198409.71,41386
8225,"Flood","Turkey",9,8230777.32,43348
8229,"Drought","Chile",9,7684683.04,36217
8240,"Landslide","Japan",9,5322402.12,44662
8249,"Hurricane","Italy",9,6738145.65,33134
2823,"Wildfire","Turkey",9,14273229.77,47715
8261,"Flood","Indonesia",9,11996835.92,55103
8264,"Volcanic Eruption","Japan",9,11605785.65,43610
893,"Flood","USA",9,10631332.85,42510
8280,"Flood","Japan",9,5802276.85,51308
897,"Flood","Italy",9,4152400.84,42902
8305,"Volcanic Eruption","India",9,6014674.54,39137
2836,"Hurricane","Italy",9,9430507.87,36158
8311,"Landslide","Indonesia",9,5807014.24,39854
8324,"Earthquake","Indonesia",9,5663680.3,43965
2840,"Flood","India",9,13467529.46,58718
8329,"Landslide","Japan",9,10893112.34,39199
8330,"Drought","Indonesia",9,5324151.43,48274
8334,"Wildfire","Japan",9,9592144.79,38750
8347,"Wildfire","Indonesia",9,12365074.92,54440
264,"Hurricane","Turkey",9,14099204.12,53264
8366,"Flood","Indonesia",9,8739641.62,46504
15826,"Earthquake","Turkey",9,15888994.37,53071
8390,"Landslide","India",9,8323669.79,37185
8392,"Drought","Italy",9,8830886.58,34492
8402,"Wildfire","Italy",9,9150576.61,45173
8414,"Landslide","Japan",9,6607452.39,40144
8421,"Landslide","Turkey",9,5215103.57,48287
2878,"Wildfire","Chile",9,6053713.51,47710
8432,"Earthquake","Philippines",9,8204000.45,37676
8435,"Flood","Chile",9,11675245.57,52901
910,"Hurricane","Japan",9,9274532.4,58029
8439,"Landslide","USA",9,6325698.28,46044
8452,"Wildfire","Italy",9,2213750.93,42114
2883,"Hurricane","Indonesia",9,2625957.15,48667
8470,"Landslide","USA",9,5197685.54,39010
8474,"Flood","Indonesia",9,10835162.76,55292
2892,"Wildfire","USA",9,15014854.34,53357
2898,"Earthquake","Chile",9,6225660.81,45948
2899,"Earthquake","India",9,7874445.49,38251
8488,"Wildfire","Italy",9,10809874.1,51943
2904,"Earthquake","USA",9,8383804.1,55715
8500,"Flood","USA",9,3098264.51,41866
8504,"Landslide","Japan",9,3017859.36,54260
8509,"Drought","Chile",9,11579896.12,46900
8516,"Hurricane","Turkey",9,6968572.09,59434
8534,"Wildfire","Turkey",9,5006954.74,40901
2912,"Wildfire","Japan",9,2840820.35,40245
8546,"Wildfire","Indonesia",9,10077805.27,37000
8565,"Flood","Philippines",9,5227696.58,32513
2919,"Hurricane","Japan",9,8017412.87,46117
8570,"Earthquake","Italy",9,10420547.89,39100
8574,"Volcanic Eruption","Turkey",9,4825860.5,32926
2936,"Hurricane","Indonesia",9,7047743.34,40286
8615,"Landslide","Turkey",9,10097104.73,39867
918,"Volcanic Eruption","India",9,2626111.16,40889
8635,"Landslide","India",9,2234171.96,42408
2950,"Hurricane","Italy",9,10644828.41,47845
8673,"Flood","Chile",9,5092576.35,32930
8692,"Drought","USA",9,13333516.51,47272
8693,"Drought","India",9,13209043.16,47328
8696,"Drought","Turkey",9,3045685.27,36056
8702,"Volcanic Eruption","Philippines",9,9862845.78,34519
925,"Landslide","Philippines",9,10793207.02,41742
8720,"Drought","Chile",9,4812271.53,31128
8725,"Flood","Chile",9,7068107.64,54562
926,"Hurricane","Japan",9,3240999.46,42069
2979,"Flood","Indonesia",9,11043919.8,42550
8764,"Drought","Chile",9,3066884.0,44121
275,"Volcanic Eruption","Indonesia",9,3210713.94,35806
8791,"Drought","Japan",9,7947816.93,48467
8792,"Volcanic Eruption","Chile",9,10423851.21,47625
8795,"Drought","India",9,3441086.13,46639
8796,"Hurricane","India",9,8750194.99,51142
939,"Earthquake","Chile",9,6528819.77,44080
940,"Wildfire","Turkey",9,5645140.96,59009
8803,"Landslide","India",9,13809004.0,52662
2998,"Hurricane","Indonesia",9,5926876.17,35464
8805,"Hurricane","USA",9,7271997.11,40816
8811,"Wildfire","Chile",9,7175129.28,43494
3029,"Drought","Indonesia",9,6104316.52,47026
8836,"Landslide","Turkey",9,13631528.59,46871
8849,"Landslide","Turkey",9,6467246.0,47140
8854,"Landslide","Turkey",9,10035070.91,38011
3044,"Flood","Italy",9,5351879.51,58554
8869,"Wildfire","Japan",9,7132642.77,56672
8871,"Volcanic Eruption","India",9,16632233.87,62342
8873,"Flood","Turkey",9,9483924.27,44210
8882,"Hurricane","Indonesia",9,8788595.66,36064
8895,"Volcanic Eruption","Indonesia",9,6365110.74,58526
3048,"Wildfire","USA",9,8439468.23,51183
958,"Earthquake","India",9,6524401.82,54416
8923,"Flood","Chile",9,7975694.72,46839
8927,"Earthquake","Indonesia",9,11419356.04,45720
8933,"Hurricane","Turkey",9,4672400.81,41914
8942,"Volcanic Eruption","Turkey",9,4241858.44,27502
8943,"Hurricane","Chile",9,8812662.85,34965
285,"Volcanic Eruption","Philippines",9,9553340.9,45029
3079,"Volcanic Eruption","Indonesia",9,4038586.06,37455
8971,"Wildfire","Chile",9,13804127.88,66615
965,"Hurricane","India",9,3606727.97,48957
8989,"Flood","Indonesia",9,9041408.27,42259
3094,"Volcanic Eruption","Chile",9,3819348.76,56772
9014,"Wildfire","Japan",9,2935380.47,48609
970,"Drought","India",9,7436349.99,46866
9020,"Landslide","Philippines",9,11526418.04,46603
9021,"Drought","Philippines",9,10485042.4,42120
3102,"Wildfire","Italy",9,9074174.08,54070
9028,"Drought","Italy",9,8517498.56,46043
9033,"Earthquake","India",9,8769949.07,43753
9040,"Wildfire","Japan",9,3678393.67,45077
15827,"Drought","Indonesia",9,7930073.09,36471
3126,"Wildfire","Italy",9,7658508.85,53402
9046,"Landslide","Japan",9,2318982.23,45444
9052,"Drought","Japan",9,4041008.1,40899
88,"Landslide","Turkey",9,6799960.8,49443
9056,"Earthquake","Italy",9,12297199.39,45564
3140,"Volcanic Eruption","Chile",9,9451356.07,49647
15828,"Earthquake","Indonesia",9,11321515.77,54185
9073,"Flood","India",9,5308885.96,39049
9076,"Wildfire","USA",9,3234336.91,41531
3143,"Volcanic Eruption","USA",9,4254611.22,43371
3146,"Volcanic Eruption","Italy",9,3805634.77,51262
9104,"Earthquake","Turkey",9,8212388.15,48170
9131,"Hurricane","Philippines",9,6013720.22,53267
9157,"Earthquake","USA",9,12929420.56,44732
9159,"Landslide","Philippines",9,5368200.13,34481
9175,"Wildfire","India",9,11641578.38,40164
9182,"Volcanic Eruption","USA",9,12490502.39,43889
9188,"Wildfire","USA",9,7363473.03,55038
9196,"Hurricane","Italy",9,3961011.63,55076
9199,"Hurricane","Italy",9,2707161.37,37226
3170,"Flood","India",9,14085511.51,54132
9201,"Volcanic Eruption","Japan",9,8415910.75,43214
9206,"Wildfire","Japan",9,8749292.74,39003
9207,"Earthquake","Turkey",9,6572808.71,35946
9211,"Flood","Italy",9,9276943.88,42811
9213,"Volcanic Eruption","Philippines",9,14358301.28,48390
9215,"Wildfire","Philippines",9,4664929.82,27955
3184,"Volcanic Eruption","Italy",9,2842038.53,44281
3196,"Flood","Chile",9,4687149.29,46464
3200,"Hurricane","Philippines",9,7810506.8,45032
3204,"Hurricane","Philippines",9,13655734.87,48190
303,"Volcanic Eruption","Chile",9,8782593.45,43461
9251,"Drought","Philippines",9,4043370.33,31521
9269,"Landslide","Italy",9,12142054.8,53953
9270,"Volcanic Eruption","India",9,11593995.96,42803
9272,"Wildfire","USA",9,2670050.45,39838
1011,"Landslide","Chile",9,6878956.52,50029
1027,"Earthquake","USA",9,3823352.91,39025
3232,"Volcanic Eruption","Chile",9,11530253.54,39047
9293,"Earthquake","USA",9,4414536.86,44083
1031,"Flood","Philippines",9,4159885.81,29227
3241,"Drought","USA",9,9433361.12,38468
9312,"Hurricane","India",9,12826569.8,45504
9321,"Volcanic Eruption","Japan",9,10437518.44,42823
9330,"Hurricane","India",9,10074845.0,47180
9333,"Flood","Philippines",9,2652609.62,44390
3245,"Drought","India",9,8439279.77,47582
9354,"Drought","Philippines",9,9378202.59,43795
9359,"Hurricane","Chile",9,5763722.71,56252
1038,"Drought","Chile",9,4778461.58,31785
9383,"Wildfire","Chile",9,7330454.79,60435
9386,"Hurricane","Italy",9,10155730.14,55076
9388,"Landslide","USA",9,8132514.15,64857
9389,"Drought","USA",9,3765419.28,55932
3250,"Wildfire","Chile",9,4812421.41,48808
3254,"Hurricane","USA",9,11401417.36,48431
3265,"Landslide","Italy",9,2819848.93,35869
9432,"Wildfire","Philippines",9,9056926.21,35443
9434,"Landslide","USA",9,5834879.48,49002
323,"Hurricane","Philippines",9,12401247.15,48612
324,"Flood","Turkey",9,3390380.47,34066
9455,"Hurricane","Indonesia",9,10155828.65,43967
9472,"Earthquake","Indonesia",9,3466768.05,61705
3283,"Volcanic Eruption","Chile",9,4113137.09,43887
9477,"Volcanic Eruption","Japan",9,10731485.85,52412
9485,"Hurricane","Chile",9,11021100.6,49265
3287,"Earthquake","Japan",9,11773789.48,42075
9509,"Landslide","Japan",9,4021823.12,52950
9518,"Flood","Japan",9,11365937.28,39765
9522,"Landslide","Indonesia",9,9095214.38,42873
9527,"Landslide","Chile",9,1797358.92,35773
9529,"Flood","Chile",9,8370730.52,47461
9530,"Hurricane","USA",9,9854878.87,45494
9538,"Flood","USA",9,6361244.89,58961
3289,"Earthquake","Turkey",9,12099205.36,54165
9540,"Earthquake","USA",9,7631619.68,59826
9546,"Landslide","Indonesia",9,3847715.03,52772
9557,"Landslide","Philippines",9,2142029.29,24499
3292,"Flood","India",9,7511006.64,50725
1059,"Landslide","Philippines",9,11738805.67,60046
9572,"Landslide","USA",9,2206750.99,32298
3295,"Earthquake","USA",9,2175750.03,43297
3313,"Volcanic Eruption","Italy",9,6659978.82,27848
9605,"Flood","Chile",9,13344433.55,53142
9610,"Drought","Japan",9,1848655.46,34034
9613,"Volcanic Eruption","Philippines",9,8628183.4,46315
1062,"Hurricane","Indonesia",9,2849930.98,36716
3319,"Wildfire","USA",9,14729718.78,59159
9618,"Hurricane","Chile",9,3650233.52,51158
9621,"Wildfire","Italy",9,3335275.06,43504
325,"Earthquake","Italy",9,11181715.06,50232
9655,"Hurricane","Chile",9,5204313.31,56268
9662,"Earthquake","Turkey",9,9805448.66,42312
9665,"Wildfire","USA",9,9850127.19,63577
9670,"Landslide","Japan",9,13714516.68,55841
9671,"Flood","Italy",9,5101501.34,31950
3363,"Drought","Turkey",9,11041148.95,57040
9716,"Volcanic Eruption","USA",9,3346131.48,50608
3372,"Earthquake","Italy",9,6717606.47,62475
9753,"Volcanic Eruption","India",9,12712487.61,55415
9756,"Drought","India",9,13269311.9,48046
3380,"Hurricane","Indonesia",9,10194765.64,48595
3381,"Wildfire","Turkey",9,4611452.04,38351
9768,"Drought","Indonesia",9,10584296.14,47179
9770,"Volcanic Eruption","USA",9,4874419.93,55473
9772,"Hurricane","Indonesia",9,6731346.64,51595
9777,"Volcanic Eruption","Japan",9,4237854.04,23938
3389,"Drought","Chile",9,6302285.71,39046
9781,"Volcanic Eruption","Italy",9,8979405.39,51541
9782,"Drought","Japan",9,3795486.48,40918
9784,"Earthquake","Japan",9,10008488.15,45995
9788,"Volcanic Eruption","USA",9,7643547.99,33332
9806,"Earthquake","USA",9,9345981.52,51927
3398,"Flood","USA",9,12871746.56,48064
3402,"Earthquake","Italy",9,7386998.43,31447
3410,"Flood","Italy",9,3272513.43,45325
9851,"Earthquake","India",9,14603066.25,51652
9874,"Volcanic Eruption","USA",9,10100657.41,51428
3418,"Drought","Turkey",9,5644299.52,47554
9899,"Flood","USA",9,5094031.93,43646
9903,"Volcanic Eruption","Indonesia",9,6149565.62,48518
9907,"Wildfire","Japan",9,10971979.82,40505
1089,"Landslide","Philippines",9,10117084.81,49284
3422,"Landslide","USA",9,14941994.76,54370
9934,"Hurricane","Chile",9,7646529.0,43600
9941,"Landslide","Philippines",9,5506069.89,43984
3440,"Flood","Italy",9,4446028.43,41065
337,"Flood","Philippines",9,6814293.54,36433
9961,"Flood","Chile",9,5254672.4,46386
3454,"Earthquake","Italy",9,9046249.41,50072
1106,"Drought","Turkey",9,2389935.2,42156
1108,"Landslide","Italy",9,10902248.63,44285
9990,"Drought","Indonesia",9,5686957.36,48996
345,"Wildfire","USA",9,8441317.24,41323
10009,"Flood","India",9,5331604.28,58354
10023,"Landslide","Turkey",9,11041190.26,49849
10027,"Earthquake","Philippines",9,8036956.03,53267
3469,"Earthquake","Indonesia",9,5907848.54,28395
3494,"Landslide","Chile",9,4922841.69,47891
3498,"Landslide","Indonesia",9,4155528.23,38525
10050,"Earthquake","India",9,6671370.18,52884
3500,"Volcanic Eruption","Philippines",9,11535840.6,51815
10065,"Wildfire","Chile",9,9845078.0,42077
10084,"Landslide","Indonesia",9,7971654.84,44780
10092,"Earthquake","Turkey",9,8977680.66,48920
3506,"Flood","USA",9,9928578.46,46550
1122,"Earthquake","Italy",9,11605917.37,42775
10100,"Earthquake","India",9,5684672.48,34636
10102,"Earthquake","Chile",9,9090367.82,39418
1123,"Wildfire","India",9,8477327.7,28382
1125,"Landslide","India",9,7678087.86,40577
1126,"Wildfire","Japan",9,6629509.11,49087
3517,"Volcanic Eruption","Italy",9,6997572.19,36171
3523,"Landslide","Chile",9,6366770.36,47649
10130,"Wildfire","Indonesia",9,9492345.32,36784
10132,"Earthquake","Indonesia",9,10935132.9,48875
10143,"Flood","Chile",9,10367451.97,49608
3525,"Wildfire","USA",9,1948299.8,37064
10145,"Landslide","Indonesia",9,15436042.76,51867
10153,"Landslide","Japan",9,3121485.61,37493
10157,"Volcanic Eruption","USA",9,7985881.37,37193
22,"Wildfire","USA",9,10757453.05,51975
3534,"Flood","USA",9,12161380.07,46856
3537,"Volcanic Eruption","India",9,2902474.76,56960
10178,"Volcanic Eruption","Japan",9,3902377.35,22588
10180,"Flood","Indonesia",9,5149229.48,49204
10184,"Wildfire","Japan",9,9293011.89,45852
10187,"Hurricane","India",9,4922099.0,53984
3552,"Wildfire","India",9,3527009.23,33087
3555,"Wildfire","Italy",9,9152684.55,45950
3562,"Drought","India",9,8947612.32,44350
10198,"Drought","Turkey",9,4863936.88,34263
10200,"Landslide","Chile",9,12759541.94,44220
10208,"Flood","Italy",9,15135197.08,52744
3575,"Hurricane","Chile",9,13282974.43,51386
10230,"Earthquake","Turkey",9,12641807.13,43623
10242,"Hurricane","Philippines",9,11690056.75,51702
3579,"Flood","Chile",9,12616626.77,42341
10259,"Earthquake","Indonesia",9,9546324.24,51304
10269,"Wildfire","Philippines",9,3914443.49,49680
10279,"Flood","Philippines",9,7378944.19,37613
10281,"Volcanic Eruption","Philippines",9,4047981.31,50240
10285,"Flood","Philippines",9,11841119.78,50471
3590,"Wildfire","India",9,2515762.41,41804
10324,"Drought","USA",9,18121392.43,67852
10328,"Volcanic Eruption","Turkey",9,14509283.14,49623
10341,"Wildfire","USA",9,3945791.9,46521
10343,"Drought","Turkey",9,2839151.94,39824
3608,"Hurricane","USA",9,9886089.38,47980
10350,"Earthquake","Philippines",9,3101253.71,45857
10355,"Volcanic Eruption","Turkey",9,6136965.49,38655
10361,"Earthquake","Philippines",9,7695871.07,49882
3610,"Flood","Indonesia",9,5260407.73,38461
10381,"Drought","Italy",9,8046946.92,48330
10383,"Landslide","Japan",9,7614400.94,44048
3627,"Wildfire","USA",9,7411128.64,43643
10390,"Flood","Chile",9,5131839.37,44927
10396,"Hurricane","Chile",9,11195288.95,53390
10424,"Volcanic Eruption","India",9,9804054.07,44683
10441,"Hurricane","USA",9,11149247.12,48475
10442,"Wildfire","Italy",9,13317054.17,51294
1162,"Hurricane","Philippines",9,12489018.06,47096
10449,"Earthquake","Italy",9,14258993.1,58478
10479,"Earthquake","Japan",9,3717430.01,45977
3665,"Hurricane","Indonesia",9,9131024.67,42810
3666,"Flood","Italy",9,7441530.54,25820
3667,"Earthquake","Turkey",9,11814558.29,47429
10500,"Hurricane","Philippines",9,10968845.53,44381
1164,"Landslide","Italy",9,4461828.72,38979
10512,"Volcanic Eruption","Japan",9,11146693.13,46579
10517,"Earthquake","Philippines",9,9640274.02,45573
10522,"Drought","Chile",9,6997274.85,32843
10523,"Earthquake","Chile",9,3218235.44,23196
10530,"Hurricane","Japan",9,10604809.51,40252
10534,"Hurricane","India",9,12684717.32,46427
10545,"Earthquake","Indonesia",9,4090145.72,35593
3695,"Flood","Turkey",9,9035265.84,46808
10552,"Landslide","Philippines",9,9313281.69,45076
3701,"Flood","India",9,13530448.93,47226
10560,"Landslide","Italy",9,4726425.7,45518
10569,"Drought","USA",9,9707711.8,55792
10579,"Wildfire","Philippines",9,4952626.34,44999
1168,"Flood","Turkey",9,10195818.36,45075
3708,"Hurricane","Indonesia",9,10390434.78,37880
3711,"Drought","USA",9,3795915.5,37705
10596,"Wildfire","Turkey",9,7627583.87,45831
10597,"Landslide","Italy",9,4291546.08,39053
361,"Flood","Chile",9,7986760.63,42329
3723,"Flood","Philippines",9,9888543.07,44322
10617,"Wildfire","India",9,7906353.13,50824
1171,"Landslide","Turkey",9,9242368.31,54898
1175,"Volcanic Eruption","Indonesia",9,9273951.48,58141
369,"Drought","Italy",9,6240850.96,40557
10629,"Volcanic Eruption","Chile",9,10530842.67,73683
3735,"Flood","Chile",9,5495610.61,60069
3739,"Earthquake","India",9,9920278.0,36430
10643,"Wildfire","Chile",9,10701370.55,44197
10645,"Wildfire","Indonesia",9,12131743.41,40729
10654,"Drought","Philippines",9,4168754.4,54916
10657,"Volcanic Eruption","Japan",9,6412396.45,54690
10660,"Flood","Indonesia",9,9558241.92,40857
3759,"Hurricane","Japan",9,9807686.1,41269
3761,"Drought","Italy",9,6890217.01,51083
10683,"Volcanic Eruption","Indonesia",9,4514495.48,36805
10700,"Wildfire","USA",9,3394576.86,46564
371,"Drought","Japan",9,13400559.59,53156
3764,"Wildfire","Philippines",9,4439407.25,38931
10716,"Volcanic Eruption","Philippines",9,14496956.26,49420
10722,"Hurricane","Indonesia",9,7493389.97,52171
1183,"Earthquake","Philippines",9,4341766.44,52080
10746,"Drought","Chile",9,6869981.63,32004
10749,"Volcanic Eruption","Japan",9,7351385.44,47865
10750,"Volcanic Eruption","USA",9,3340324.64,59254
10754,"Drought","Indonesia",9,7420677.36,47974
3773,"Flood","USA",9,6020743.82,39402
10764,"Landslide","Italy",9,5645169.09,64856
10765,"Volcanic Eruption","Japan",9,8440064.48,43002
372,"Drought","Chile",9,10418769.64,55189
10779,"Earthquake","Turkey",9,4912624.94,31542
3781,"Earthquake","Turkey",9,6877162.99,40253
3789,"Drought","USA",9,12098998.55,61744
10791,"Volcanic Eruption","Italy",9,8322399.05,43754
1190,"Volcanic Eruption","Italy",9,8864742.6,39862
10801,"Flood","Japan",9,7374756.79,52577
1193,"Volcanic Eruption","Japan",9,5600081.74,46845
10815,"Drought","Japan",9,8935686.96,49099
10817,"Drought","Chile",9,4356083.53,41219
10826,"Hurricane","USA",9,13102821.0,44060
10833,"Volcanic Eruption","USA",9,13280064.44,54072
1198,"Drought","Italy",9,4680707.5,39689
3822,"Drought","Italy",9,9510286.44,53598
118,"Earthquake","India",9,14219349.57,47421
10852,"Hurricane","Indonesia",9,15008860.27,54357
10856,"Earthquake","USA",9,6963067.01,32288
10864,"Drought","Italy",9,3930805.02,42310
10867,"Hurricane","Philippines",9,8440041.56,42521
10871,"Flood","Chile",9,3424706.73,39110
10872,"Drought","Philippines",9,13824087.77,49585
10884,"Volcanic Eruption","USA",9,11627588.22,46307
386,"Earthquake","India",9,5066511.36,32572
3838,"Wildfire","Chile",9,12745698.8,50146
3847,"Wildfire","Chile",9,4270515.46,50910
10899,"Wildfire","Philippines",9,7677521.9,37088
10901,"Landslide","India",9,9490166.55,40934
3848,"Volcanic Eruption","Japan",9,3466323.83,37870
3851,"Hurricane","Japan",9,13394399.06,50452
10928,"Drought","India",9,15980223.53,57283
3862,"Landslide","Japan",9,12806316.22,48002
10939,"Drought","Philippines",9,3013854.27,35947
10953,"Landslide","India",9,4722417.05,50609
10954,"Earthquake","Indonesia",9,8428275.1,64734
10961,"Landslide","Japan",9,4692872.33,54056
10962,"Wildfire","Chile",9,9137974.5,39992
10966,"Volcanic Eruption","Italy",9,2883032.99,44207
10967,"Volcanic Eruption","Italy",9,7125835.58,50625
10976,"Wildfire","India",9,11939642.15,46038
10982,"Landslide","India",9,4691597.72,28710
3871,"Earthquake","Chile",9,13704256.48,53309
3875,"Wildfire","Chile",9,5223487.45,44600
11009,"Drought","Chile",9,9853619.11,49521
11014,"Drought","Japan",9,7161480.49,51466
11015,"Hurricane","India",9,9473454.36,42130
3877,"Flood","Indonesia",9,7708205.07,49973
1213,"Landslide","Chile",9,8128298.02,33352
1214,"Flood","Philippines",9,4003242.01,41411
11042,"Flood","Italy",9,9072019.92,39555
11062,"Drought","Philippines",9,10223219.8,35835
11072,"Earthquake","Philippines",9,13887786.65,46988
11075,"Drought","Italy",9,6062530.23,36379
11083,"Hurricane","Japan",9,4612941.64,48584
11084,"Flood","Chile",9,5476602.02,26656
11088,"Earthquake","USA",9,14104609.59,49361
11110,"Drought","Turkey",9,10114003.78,39339
3905,"Wildfire","Italy",9,16225244.85,58883
1218,"Wildfire","USA",9,9199941.01,39575
11124,"Landslide","Italy",9,7712843.86,41754
11145,"Landslide","Turkey",9,3078201.82,41456
11150,"Wildfire","USA",9,9091422.26,53070
11159,"Wildfire","Indonesia",9,11510080.67,44191
11163,"Landslide","Japan",9,12823096.79,43526
11166,"Wildfire","Chile",9,12566003.07,46691
11196,"Hurricane","Indonesia",9,2532820.32,42402
11197,"Drought","Turkey",9,4343753.86,40429
11200,"Flood","USA",9,5106004.14,44258
11206,"Drought","Philippines",9,5746840.44,23516
11209,"Drought","Indonesia",9,10601625.19,45995
3934,"Earthquake","USA",9,7830359.24,45026
11226,"Volcanic Eruption","Turkey",9,9376953.05,35184
11229,"Drought","Philippines",9,4610304.19,52180
11231,"Volcanic Eruption","Chile",9,7006906.5,42548
11234,"Drought","Chile",9,5619007.05,56663
3943,"Landslide","Indonesia",9,8679530.28,40006
11247,"Hurricane","Turkey",9,2243394.85,35959
1221,"Earthquake","USA",9,3206654.48,44923
11258,"Earthquake","Chile",9,7885219.58,43625
3958,"Hurricane","Chile",9,6864808.67,57763
3961,"Drought","USA",9,4849836.35,39283
11279,"Hurricane","Indonesia",9,6228411.18,40610
11280,"Landslide","USA",9,7557580.76,39926
3970,"Hurricane","Indonesia",9,5152011.81,50180
11286,"Drought","Turkey",9,8064405.41,40077
11289,"Flood","Chile",9,5352772.23,46957
3978,"Earthquake","Indonesia",9,6837378.06,53431
11292,"Flood","Indonesia",9,7886926.82,40352
11294,"Landslide","Chile",9,10998030.74,40235
1224,"Earthquake","Turkey",9,16256394.87,58725
11304,"Flood","Philippines",9,6519994.89,41821
11305,"Drought","Turkey",9,2570848.7,46368
11310,"Flood","Italy",9,12044329.75,46239
